parcel,0
7Networks_RH_Cont_Cing_1,10149
7Networks_RH_Cont_Cing_2,116066
7Networks_RH_Cont_Cing_3,162905
7Networks_RH_Cont_Cing_4,116337
7Networks_RH_Cont_Cing_5,116427
7Networks_RH_Cont_PFCl_1,13950
7Networks_RH_Cont_PFCl_10,75768
7Networks_RH_Cont_PFCl_11,17588
7Networks_RH_Cont_PFCl_12,75469
7Networks_RH_Cont_PFCl_13,76729
7Networks_RH_Cont_PFCl_14,72638
7Networks_RH_Cont_PFCl_15,75013
7Networks_RH_Cont_PFCl_16,73433
7Networks_RH_Cont_PFCl_17,69992
7Networks_RH_Cont_PFCl_18,72784
7Networks_RH_Cont_PFCl_19,4598
7Networks_RH_Cont_PFCl_2,59576
7Networks_RH_Cont_PFCl_20,78474
7Networks_RH_Cont_PFCl_21,78682
7Networks_RH_Cont_PFCl_22,19605
7Networks_RH_Cont_PFCl_23,81266
7Networks_RH_Cont_PFCl_24,19565
7Networks_RH_Cont_PFCl_25,79278
7Networks_RH_Cont_PFCl_26,79515
7Networks_RH_Cont_PFCl_27,103586
7Networks_RH_Cont_PFCl_28,102976
7Networks_RH_Cont_PFCl_29,104287
7Networks_RH_Cont_PFCl_3,74168
7Networks_RH_Cont_PFCl_30,103395
7Networks_RH_Cont_PFCl_31,25979
7Networks_RH_Cont_PFCl_32,104126
7Networks_RH_Cont_PFCl_33,112516
7Networks_RH_Cont_PFCl_34,110338
7Networks_RH_Cont_PFCl_4,74359
7Networks_RH_Cont_PFCl_5,18640
7Networks_RH_Cont_PFCl_6,17101
7Networks_RH_Cont_PFCl_7,76284
7Networks_RH_Cont_PFCl_8,73753
7Networks_RH_Cont_PFCl_9,17250
7Networks_RH_Cont_PFCmp_1,159841
7Networks_RH_Cont_PFCmp_2,114930
7Networks_RH_Cont_PFCmp_3,114209
7Networks_RH_Cont_PFCmp_4,113509
7Networks_RH_Cont_PFCmp_5,113812
7Networks_RH_Cont_PFCv_1,12590
7Networks_RH_Cont_PFCv_2,49593
7Networks_RH_Cont_Par_1,23531
7Networks_RH_Cont_Par_10,93466
7Networks_RH_Cont_Par_11,95016
7Networks_RH_Cont_Par_12,22963
7Networks_RH_Cont_Par_13,98644
7Networks_RH_Cont_Par_14,98950
7Networks_RH_Cont_Par_15,98261
7Networks_RH_Cont_Par_16,91840
7Networks_RH_Cont_Par_17,6198
7Networks_RH_Cont_Par_2,94290
7Networks_RH_Cont_Par_3,91039
7Networks_RH_Cont_Par_4,98536
7Networks_RH_Cont_Par_5,93714
7Networks_RH_Cont_Par_6,90748
7Networks_RH_Cont_Par_7,93542
7Networks_RH_Cont_Par_8,23875
7Networks_RH_Cont_Par_9,91382
7Networks_RH_Cont_Temp_1,140504
7Networks_RH_Cont_Temp_2,140754
7Networks_RH_Cont_Temp_3,36113
7Networks_RH_Cont_Temp_4,36312
7Networks_RH_Cont_pCun_1,30398
7Networks_RH_Cont_pCun_2,120403
7Networks_RH_Cont_pCun_3,122341
7Networks_RH_Cont_pCun_4,30090
7Networks_RH_Cont_pCun_5,122199
7Networks_RH_Default_PFCdPFCm_1,63828
7Networks_RH_Default_PFCdPFCm_10,69716
7Networks_RH_Default_PFCdPFCm_11,4164
7Networks_RH_Default_PFCdPFCm_12,160378
7Networks_RH_Default_PFCdPFCm_13,16804
7Networks_RH_Default_PFCdPFCm_14,68910
7Networks_RH_Default_PFCdPFCm_15,66898
7Networks_RH_Default_PFCdPFCm_16,71181
7Networks_RH_Default_PFCdPFCm_17,71522
7Networks_RH_Default_PFCdPFCm_18,28023
7Networks_RH_Default_PFCdPFCm_19,110135
7Networks_RH_Default_PFCdPFCm_2,3944
7Networks_RH_Default_PFCdPFCm_20,27470
7Networks_RH_Default_PFCdPFCm_21,112772
7Networks_RH_Default_PFCdPFCm_22,109470
7Networks_RH_Default_PFCdPFCm_23,28329
7Networks_RH_Default_PFCdPFCm_24,28300
7Networks_RH_Default_PFCdPFCm_3,61448
7Networks_RH_Default_PFCdPFCm_4,69406
7Networks_RH_Default_PFCdPFCm_5,62158
7Networks_RH_Default_PFCdPFCm_6,17542
7Networks_RH_Default_PFCdPFCm_7,61761
7Networks_RH_Default_PFCdPFCm_8,66144
7Networks_RH_Default_PFCdPFCm_9,40000
7Networks_RH_Default_PFCv_1,57219
7Networks_RH_Default_PFCv_10,77419
7Networks_RH_Default_PFCv_2,55011
7Networks_RH_Default_PFCv_3,55110
7Networks_RH_Default_PFCv_4,49465
7Networks_RH_Default_PFCv_5,49904
7Networks_RH_Default_PFCv_6,48956
7Networks_RH_Default_PFCv_7,49072
7Networks_RH_Default_PFCv_8,48770
7Networks_RH_Default_PFCv_9,76411
7Networks_RH_Default_Par_1,92634
7Networks_RH_Default_Par_10,94493
7Networks_RH_Default_Par_11,95997
7Networks_RH_Default_Par_12,96199
7Networks_RH_Default_Par_13,94179
7Networks_RH_Default_Par_14,24004
7Networks_RH_Default_Par_15,95102
7Networks_RH_Default_Par_16,24083
7Networks_RH_Default_Par_2,23290
7Networks_RH_Default_Par_3,34536
7Networks_RH_Default_Par_4,93287
7Networks_RH_Default_Par_5,93084
7Networks_RH_Default_Par_6,95652
7Networks_RH_Default_Par_7,92202
7Networks_RH_Default_Par_8,6008
7Networks_RH_Default_Par_9,23752
7Networks_RH_Default_Temp_1,53620
7Networks_RH_Default_Temp_10,35705
7Networks_RH_Default_Temp_11,45385
7Networks_RH_Default_Temp_12,11433
7Networks_RH_Default_Temp_13,45466
7Networks_RH_Default_Temp_14,735
7Networks_RH_Default_Temp_15,144326
7Networks_RH_Default_Temp_16,46703
7Networks_RH_Default_Temp_17,47036
7Networks_RH_Default_Temp_18,145486
7Networks_RH_Default_Temp_2,43093
7Networks_RH_Default_Temp_3,2725
7Networks_RH_Default_Temp_4,42976
7Networks_RH_Default_Temp_5,52833
7Networks_RH_Default_Temp_6,43555
7Networks_RH_Default_Temp_7,140876
7Networks_RH_Default_Temp_8,2769
7Networks_RH_Default_Temp_9,10707
7Networks_RH_Default_pCunPCC_1,162364
7Networks_RH_Default_pCunPCC_10,30254
7Networks_RH_Default_pCunPCC_11,119827
7Networks_RH_Default_pCunPCC_12,29957
7Networks_RH_Default_pCunPCC_13,120544
7Networks_RH_Default_pCunPCC_14,118036
7Networks_RH_Default_pCunPCC_15,121234
7Networks_RH_Default_pCunPCC_16,120268
7Networks_RH_Default_pCunPCC_17,121487
7Networks_RH_Default_pCunPCC_18,30496
7Networks_RH_Default_pCunPCC_2,153363
7Networks_RH_Default_pCunPCC_3,162583
7Networks_RH_Default_pCunPCC_4,153705
7Networks_RH_Default_pCunPCC_5,163236
7Networks_RH_Default_pCunPCC_6,163300
7Networks_RH_Default_pCunPCC_7,40945
7Networks_RH_Default_pCunPCC_8,163033
7Networks_RH_Default_pCunPCC_9,121085
7Networks_RH_DorsAttn_FEF_1,26648
7Networks_RH_DorsAttn_FEF_2,106625
7Networks_RH_DorsAttn_FEF_3,105802
7Networks_RH_DorsAttn_FEF_4,106784
7Networks_RH_DorsAttn_FEF_5,106045
7Networks_RH_DorsAttn_FEF_6,107524
7Networks_RH_DorsAttn_Post_1,147007
7Networks_RH_DorsAttn_Post_10,138513
7Networks_RH_DorsAttn_Post_11,8552
7Networks_RH_DorsAttn_Post_12,135531
7Networks_RH_DorsAttn_Post_13,127126
7Networks_RH_DorsAttn_Post_14,85009
7Networks_RH_DorsAttn_Post_15,127070
7Networks_RH_DorsAttn_Post_16,126637
7Networks_RH_DorsAttn_Post_17,90469
7Networks_RH_DorsAttn_Post_18,91325
7Networks_RH_DorsAttn_Post_19,126778
7Networks_RH_DorsAttn_Post_2,148646
7Networks_RH_DorsAttn_Post_20,1453
7Networks_RH_DorsAttn_Post_21,124506
7Networks_RH_DorsAttn_Post_22,31581
7Networks_RH_DorsAttn_Post_23,90649
7Networks_RH_DorsAttn_Post_24,126365
7Networks_RH_DorsAttn_Post_25,100128
7Networks_RH_DorsAttn_Post_26,96994
7Networks_RH_DorsAttn_Post_27,124329
7Networks_RH_DorsAttn_Post_28,96942
7Networks_RH_DorsAttn_Post_29,99072
7Networks_RH_DorsAttn_Post_3,142989
7Networks_RH_DorsAttn_Post_30,6083
7Networks_RH_DorsAttn_Post_31,100193
7Networks_RH_DorsAttn_Post_32,24913
7Networks_RH_DorsAttn_Post_33,121648
7Networks_RH_DorsAttn_Post_34,24869
7Networks_RH_DorsAttn_Post_35,97586
7Networks_RH_DorsAttn_Post_36,100040
7Networks_RH_DorsAttn_Post_37,31386
7Networks_RH_DorsAttn_Post_38,125078
7Networks_RH_DorsAttn_Post_39,125562
7Networks_RH_DorsAttn_Post_4,36017
7Networks_RH_DorsAttn_Post_40,125154
7Networks_RH_DorsAttn_Post_41,124746
7Networks_RH_DorsAttn_Post_42,100658
7Networks_RH_DorsAttn_Post_43,101060
7Networks_RH_DorsAttn_Post_44,125645
7Networks_RH_DorsAttn_Post_45,125553
7Networks_RH_DorsAttn_Post_46,125387
7Networks_RH_DorsAttn_Post_47,124854
7Networks_RH_DorsAttn_Post_48,101020
7Networks_RH_DorsAttn_Post_49,124070
7Networks_RH_DorsAttn_Post_5,143399
7Networks_RH_DorsAttn_Post_50,7785
7Networks_RH_DorsAttn_Post_51,7759
7Networks_RH_DorsAttn_Post_52,124032
7Networks_RH_DorsAttn_Post_6,144728
7Networks_RH_DorsAttn_Post_7,139087
7Networks_RH_DorsAttn_Post_8,138861
7Networks_RH_DorsAttn_Post_9,137659
7Networks_RH_DorsAttn_PrCv_1,5017
7Networks_RH_DorsAttn_PrCv_2,1304
7Networks_RH_DorsAttn_PrCv_3,82088
7Networks_RH_Limbic_OFC_1,57710
7Networks_RH_Limbic_OFC_10,15773
7Networks_RH_Limbic_OFC_11,15193
7Networks_RH_Limbic_OFC_12,64157
7Networks_RH_Limbic_OFC_13,60246
7Networks_RH_Limbic_OFC_14,67702
7Networks_RH_Limbic_OFC_2,58695
7Networks_RH_Limbic_OFC_3,57983
7Networks_RH_Limbic_OFC_4,64426
7Networks_RH_Limbic_OFC_5,62893
7Networks_RH_Limbic_OFC_6,14128
7Networks_RH_Limbic_OFC_7,60799
7Networks_RH_Limbic_OFC_8,64674
7Networks_RH_Limbic_OFC_9,63474
7Networks_RH_Limbic_TempPole_1,54634
7Networks_RH_Limbic_TempPole_10,54075
7Networks_RH_Limbic_TempPole_11,139637
7Networks_RH_Limbic_TempPole_12,58297
7Networks_RH_Limbic_TempPole_13,146824
7Networks_RH_Limbic_TempPole_14,56906
7Networks_RH_Limbic_TempPole_15,36894
7Networks_RH_Limbic_TempPole_16,148040
7Networks_RH_Limbic_TempPole_17,13487
7Networks_RH_Limbic_TempPole_2,54359
7Networks_RH_Limbic_TempPole_3,145614
7Networks_RH_Limbic_TempPole_4,146045
7Networks_RH_Limbic_TempPole_5,149141
7Networks_RH_Limbic_TempPole_6,14546
7Networks_RH_Limbic_TempPole_7,56662
7Networks_RH_Limbic_TempPole_8,145933
7Networks_RH_Limbic_TempPole_9,146702
7Networks_RH_SalVentAttn_FrOperIns_1,56980
7Networks_RH_SalVentAttn_FrOperIns_10,761
7Networks_RH_SalVentAttn_FrOperIns_11,50379
7Networks_RH_SalVentAttn_FrOperIns_12,12020
7Networks_RH_SalVentAttn_FrOperIns_13,77209
7Networks_RH_SalVentAttn_FrOperIns_14,48345
7Networks_RH_SalVentAttn_FrOperIns_15,77174
7Networks_RH_SalVentAttn_FrOperIns_16,47355
7Networks_RH_SalVentAttn_FrOperIns_17,77881
7Networks_RH_SalVentAttn_FrOperIns_18,47467
7Networks_RH_SalVentAttn_FrOperIns_19,80019
7Networks_RH_SalVentAttn_FrOperIns_2,14303
7Networks_RH_SalVentAttn_FrOperIns_20,80117
7Networks_RH_SalVentAttn_FrOperIns_21,19267
7Networks_RH_SalVentAttn_FrOperIns_22,80660
7Networks_RH_SalVentAttn_FrOperIns_23,80468
7Networks_RH_SalVentAttn_FrOperIns_24,82411
7Networks_RH_SalVentAttn_FrOperIns_3,52438
7Networks_RH_SalVentAttn_FrOperIns_4,53900
7Networks_RH_SalVentAttn_FrOperIns_5,51714
7Networks_RH_SalVentAttn_FrOperIns_6,52294
7Networks_RH_SalVentAttn_FrOperIns_7,51886
7Networks_RH_SalVentAttn_FrOperIns_8,51473
7Networks_RH_SalVentAttn_FrOperIns_9,12881
7Networks_RH_SalVentAttn_Med_1,7237
7Networks_RH_SalVentAttn_Med_10,119430
7Networks_RH_SalVentAttn_Med_11,114024
7Networks_RH_SalVentAttn_Med_12,119304
7Networks_RH_SalVentAttn_Med_13,121587
7Networks_RH_SalVentAttn_Med_14,117917
7Networks_RH_SalVentAttn_Med_15,113330
7Networks_RH_SalVentAttn_Med_16,31237
7Networks_RH_SalVentAttn_Med_17,111602
7Networks_RH_SalVentAttn_Med_18,122967
7Networks_RH_SalVentAttn_Med_19,110630
7Networks_RH_SalVentAttn_Med_2,116071
7Networks_RH_SalVentAttn_Med_20,108395
7Networks_RH_SalVentAttn_Med_3,116307
7Networks_RH_SalVentAttn_Med_4,28710
7Networks_RH_SalVentAttn_Med_5,29034
7Networks_RH_SalVentAttn_Med_6,118784
7Networks_RH_SalVentAttn_Med_7,118171
7Networks_RH_SalVentAttn_Med_8,119151
7Networks_RH_SalVentAttn_Med_9,29770
7Networks_RH_SalVentAttn_PFCl_1,72533
7Networks_RH_SalVentAttn_PFCl_2,4522
7Networks_RH_SalVentAttn_PrC_1,82744
7Networks_RH_SalVentAttn_PrC_2,104437
7Networks_RH_SalVentAttn_TempOccPar_1,8745
7Networks_RH_SalVentAttn_TempOccPar_10,88813
7Networks_RH_SalVentAttn_TempOccPar_11,87700
